Car brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,car old
N,2013,12.765688433465597,11.407564949312402,1,Individual,0,2,17.97,7.311886164077165,99.6,5.0,12
H,2019,13.321214236149494,7.600902459542082,1,Individual,1,1,18.6,7.087573705557973,81.86,5.0,6
M,2015,13.17115354157376,9.903487552536127,1,Individual,1,1,20.85,7.087573705557973,83.14,5.0,10
T,2011,13.081541382884074,11.695247021764184,0,Individual,1,1,12.8,7.821643126239982,102.0,7.0,14
M,2017,13.567049198665774,10.46310334047155,0,Individual,1,1,16.55,7.823245690685523,105.0,6.0,8
M,2012,12.676076274775909,12.170445467887022,0,Individual,1,1,19.3,7.129297548929373,73.9,5.0,13
M,2014,12.834681304952548,11.289781913656018,1,Individual,1,1,20.4,7.087573705557973,81.8,5.0,11
D,2019,12.611537753638338,10.596634733096073,1,Individual,1,1,19.02,7.088408778675395,67.05,5.0,6
H,2015,13.122363377404328,11.156250521031495,0,Individual,1,4,22.54,7.241366283322318,88.73,5.0,10
M,2011,12.909170156943286,11.714706452920401,0,Individual,1,1,12.05,7.68662133494462,120.0,9.0,14
T,2015,13.122363377404328,11.225243392518447,0,Individual,1,1,14.07,7.991592282068092,69.01,7.0,10
T,2017,12.765688433465597,11.695247021764184,0,Individual,1,1,27.28,6.953684210870537,69.0,5.0,8
T,2015,12.84792653170257,10.596634733096073,1,Individual,1,1,17.57,7.084226422097916,88.7,5.0,10
H,2008,11.652678711655406,11.463735220779457,1,Individual,1,3,13.2,7.3098814858247865,94.0,5.0,17
H,2014,12.721885810807203,10.4052623407817,1,Dealer,1,1,19.4,7.088408778675395,86.8,5.0,11
H,2015,13.049792684569493,11.051889505706754,1,Dealer,0,1,18.9,7.087573705557973,82.0,5.0,10
T,2012,12.577636201962656,11.002099841204238,0,Individual,1,1,21.02,7.129297548929373,88.76,5.0,13
M,2005,11.608235644774552,10.714417768752456,1,Individual,1,2,19.7,6.679599185844383,46.3,5.0,20
T,2011,13.017002861746503,11.289781913656018,0,Individual,1,3,11.57,7.68662133494462,138.1,7.0,14
M,2009,12.89921982609012,12.043553716032399,0,Individual,1,2,13.6,7.833203948641057,63.0,7.0,16
M,2007,12.254862809699606,12.24476437264116,0,Individual,1,2,13.6,7.833203948641057,63.0,7.0,18
M,2018,15.341566861459324,8.984192311641674,0,Individual,0,1,17.9,7.669961995473577,170.0,5.0,7
M,2016,12.301382825334498,10.46310334047155,1,Individual,1,1,16.8,6.679599185844383,34.2,8.0,9
H,2017,13.017002861746503,10.46310334047155,1,Individual,1,1,18.9,7.087573705557973,82.0,5.0,8
H,2017,13.017002861746503,10.46310334047155,1,Individual,1,1,18.9,7.087573705557973,82.0,5.0,8
H,2013,12.577636201962656,10.819778284410283,1,Individual,0,1,16.95,7.087573705557973,78.9,5.0,12
M,2016,13.16158409055761,9.903487552536127,1,Individual,1,1,20.4,7.087573705557973,81.8,5.0,9
H,2011,12.487485104968359,9.903487552536127,1,Individual,0,1,16.95,7.087573705557973,78.9,5.0,14
M,2012,12.706847933442663,10.819778284410283,1,Individual,1,2,18.6,7.087573705557973,85.8,5.0,13
M,2012,12.706847933442663,10.819778284410283,1,Individual,1,2,18.6,7.087573705557973,85.8,5.0,13
M,2014,13.142164043914272,11.695247021764184,0,Individual,1,1,15.96,7.833203948641057,62.1,7.0,11
H,2014,13.122363377404328,11.156250521031495,1,Individual,1,1,17.1,7.372118028337787,121.3,5.0,11
H,2015,13.17115354157376,10.819778284410283,1,Individual,1,1,17.19,7.087573705557973,81.86,5.0,10
M,2019,13.422467969854667,9.711115659888671,1,Individual,1,1,21.01,7.087573705557973,81.8,5.0,6
H,2010,12.611537753638338,11.156250521031495,1,Individual,1,1,17.0,7.087573705557973,80.0,5.0,15
M,2005,11.407564949312402,11.506514961528898,1,Individual,1,2,19.7,6.679599185844383,46.3,5.0,20
M,2017,13.38472764187182,10.126631103850338,0,Individual,1,1,26.59,7.129297548929373,74.0,5.0,8
M,2014,12.921470435024938,11.156250521031495,1,Individual,1,2,19.1,7.087573705557973,85.8,5.0,11
H,2015,12.886641043883259,11.289781913656018,0,Individual,1,2,24.0,7.02108396428914,70.0,5.0,10
M,2010,12.2783933071098,11.156250521031495,1,Individual,1,2,,,,,15
M,2014,12.89921982609012,11.156250521031495,1,Individual,1,2,19.1,7.087573705557973,85.8,5.0,11
C,2012,11.695247021764184,11.002099841204238,1,Individual,1,3,18.6,7.089243155027514,79.4,5.0,13
T,2018,13.37700559577791,9.210340371976184,1,Individual,0,1,20.3,7.089243155027514,84.0,5.0,7
M,2006,11.302204433654575,11.289781913656018,1,Individual,1,1,16.1,6.679599185844383,37.0,4.0,19
H,2017,14.077874822431765,10.308952660644293,0,Individual,1,1,25.6,7.311886164077165,97.9,5.0,8
H,2017,14.038654109278484,10.404262840448617,0,Individual,1,1,25.6,7.311886164077165,97.9,5.0,8
M,2013,13.190022025878143,11.407564949312402,1,Individual,1,3,16.02,7.224753405767971,93.7,7.0,12
N,2014,13.226723392728571,11.291031133056451,0,Individual,1,2,19.01,7.2868764117507,108.5,5.0,11
H,2014,13.493926933836812,11.695247021764184,1,Individual,1,1,17.4,7.311218384419629,117.3,5.0,11
M,1983,12.611537753638338,9.210340371976184,0,Individual,1,3,,,,,42
R,2016,12.345830240069793,10.596634733096073,1,Individual,1,1,25.17,6.683360945766275,53.3,5.0,9
T,2013,13.592367006650065,11.982929094215963,0,Individual,1,2,12.99,7.821643126239982,100.6,8.0,12
M,2017,12.923909999653127,10.757902880692196,1,Individual,1,1,20.51,6.905753276311464,67.04,5.0,8
H,2018,14.006130917572923,10.126631103850338,0,Individual,1,1,21.38,7.241366283322318,88.7,5.0,7
T,2017,12.89921982609012,10.165851817003619,1,Individual,1,1,23.84,7.089243155027514,84.0,5.0,8
H,2018,13.16158409055761,10.275051108968611,0,Individual,1,1,24.0,7.078341579557671,73.97,5.0,7
M,2016,13.38472764187182,10.819778284410283,1,Individual,0,1,21.4,7.087573705557973,83.1,5.0,9
M,2011,12.691580461311874,10.968198289528557,1,Individual,1,3,16.1,7.168579897264035,88.2,5.0,14
M,2012,12.948009990259552,11.695247021764184,1,Individual,0,1,17.4,7.087573705557973,85.8,5.0,13
M,2014,12.89921982609012,10.819778284410283,1,Individual,1,1,20.4,7.087573705557973,81.8,5.0,11
H,2010,12.449014902564246,11.289781913656018,1,Individual,1,4,17.0,7.087573705557973,80.0,5.0,15
M,2003,11.082142548877775,11.002099841204238,1,Individual,1,4,17.3,6.900730664045173,60.0,5.0,22
M,2017,12.768541502448002,10.491274217438248,1,Individual,1,1,23.1,6.905753276311464,67.04,5.0,8
T,2007,12.909170156943286,11.695247021764184,0,Individual,1,3,12.8,7.821643126239982,102.0,8.0,18
M,2011,12.128111104060462,12.128111104060462,0,Individual,1,3,21.1,7.129297548929373,73.9,5.0,14
N,2011,12.429216196844383,10.819778284410283,0,Individual,1,1,23.08,7.2868764117507,63.1,5.0,14
M,2002,11.002099841204238,11.512925464970229,1,Individual,1,4,17.3,6.900730664045173,60.0,5.0,23
H,2013,13.122363377404328,10.819778284410283,1,Individual,1,2,17.1,7.372118028337787,121.3,5.0,12
M,2007,11.350406535472453,11.289781913656018,1,Individual,1,2,18.2,6.905753276311464,67.1,5.0,18
H,2005,11.350406535472453,11.002099841204238,1,Individual,1,2,,,,,20
M,2005,11.350406535472453,11.289781913656018,1,Individual,1,4,19.7,6.679599185844383,46.3,5.0,20
M,2011,12.487485104968359,11.407564949312402,0,Individual,1,4,19.3,7.129297548929373,73.9,5.0,14
M,2010,11.77528972943772,11.99535161421452,1,Individual,1,2,19.0,6.905753276311464,66.1,5.0,15
M,2013,13.081541382884074,11.608235644774552,0,Individual,1,3,20.77,7.129297548929373,88.76,7.0,12
M,2008,12.043553716032399,11.695247021764184,0,Individual,1,3,17.8,7.129297548929373,75.0,5.0,17
N,2011,12.524526376648708,10.714417768752456,0,Individual,1,1,23.08,7.2868764117507,63.1,5.0,14
M,2005,11.396391648714276,11.407564949312402,1,Individual,1,2,18.9,6.905753276311464,67.1,5.0,20
F,2010,12.043553716032399,11.407564949312402,0,Individual,1,2,20.0,7.243512974665482,68.0,5.0,15
M,2019,13.901688254205327,9.711115659888671,1,Dealer,1,1,17.0,7.087573705557973,110.0,5.0,6
H,2017,13.9108207377686,11.112447898373103,0,Individual,0,1,17.01,7.366445148327599,126.2,5.0,8
M,2018,13.321214236149494,10.858998997563564,1,Dealer,1,1,22.0,7.087573705557973,81.8,5.0,7
D,2016,12.721885810807203,10.596634733096073,1,Dealer,1,1,20.63,7.088408778675395,67.0,5.0,9
H,2015,12.983099011217604,10.596634733096073,1,Dealer,1,1,18.9,7.087573705557973,82.0,5.0,10
T,2018,14.914122846632385,10.46310334047155,0,Individual,1,1,14.24,7.9211727215870145,174.5,7.0,7
R,2018,12.873902018105829,9.472704636443673,1,Dealer,1,1,20.71,6.683360945766275,53.26,5.0,7
H,2012,12.691580461311874,10.596634733096073,1,Dealer,1,1,18.5,7.088408778675395,86.8,5.0,13
V,2019,13.369223455335854,9.210340371976184,1,Dealer,1,1,17.0,7.088408778675395,73.75,5.0,6
N,2012,13.017002861746503,9.104979856318357,1,Dealer,1,1,16.95,7.311886164077165,97.7,5.0,13
T,2013,12.89921982609012,11.156250521031495,0,Dealer,1,2,23.59,7.218176838403408,67.06,5.0,12
H,2009,12.2783933071098,11.002099841204238,1,Dealer,1,1,20.36,7.087573705557973,78.9,5.0,16
R,2014,13.253391639810733,10.596634733096073,0,Dealer,1,1,20.45,7.2868764117507,83.8,5.0,11
M,2012,13.42984807715229,11.440354772135393,0,Dealer,1,1,15.1,7.68662133494462,140.0,7.0,13
T,2008,12.691580461311874,11.289781913656018,0,Individual,1,4,12.8,7.821643126239982,102.0,7.0,17
T,2011,11.918390573078392,10.819778284410283,1,Individual,1,2,15.64,7.084226422097916,64.08,5.0,14
H,2013,13.444446876573442,11.127262984158243,1,Dealer,0,1,14.5,7.493873886783559,147.5,5.0,12
M,2013,14.253765488895429,10.126631103850338,0,Individual,0,1,14.84,7.669961995473577,170.0,5.0,12
T,2012,11.06663836234181,9.798127036878302,1,Dealer,1,1,25.4,6.436150368369428,37.5,4.0,13
N,2013,12.429216196844383,11.695247021764184,0,Individual,1,1,23.08,7.2868764117507,63.1,5.0,12
M,2005,11.082142548877775,10.46310334047155,1,Individual,1,1,18.9,6.905753276311464,67.1,5.0,20
M,2016,13.217673557208654,11.002099841204238,0,Individual,1,2,26.59,7.129297548929373,74.0,5.0,9
H,2010,11.84939770159144,11.156250521031495,1,Individual,1,4,20.36,7.087573705557973,78.9,5.0,15
R,2016,12.611537753638338,10.308952660644293,1,Individual,1,1,25.17,6.683360945766275,53.3,5.0,9
V,2016,13.592367006650065,11.156250521031495,1,Individual,0,1,16.34,7.494430215031565,189.3,5.0,9
J,2017,14.780591454007862,9.104979856318357,0,Dealer,0,1,13.6,7.6004023345004,177.0,5.0,8
L,2019,15.454507272639919,9.903487552536127,1,Dealer,0,1,22.37,7.818832443803404,214.56,5.0,6
J,2017,14.978661367769956,10.714417768752456,0,Dealer,0,1,19.33,7.6004023345004,177.0,5.0,8
T,2015,13.128345449081877,11.608235644774552,0,Individual,1,1,14.1,7.68662133494462,147.94,7.0,10
V,2019,15.150511624696614,9.903487552536127,0,Individual,0,1,18.0,7.585281078639126,190.0,5.0,6
T,2016,14.508657738524219,11.128570951924754,1,Trustmark Dealer,0,1,19.16,7.821643126239982,157.7,5.0,9
M,2013,12.323855681186558,10.97409466479416,1,Trustmark Dealer,1,1,21.79,6.905753276311464,67.05,5.0,12
M,2018,13.514405465180353,10.566613573984062,0,Dealer,1,1,27.39,7.129297548929373,74.0,5.0,7
H,2016,13.217673557208654,10.941889716805212,1,Trustmark Dealer,1,1,18.2,7.089243155027514,88.7,5.0,9
T,2013,13.527828485512494,11.281346434834918,0,Trustmark Dealer,1,2,12.99,7.821643126239982,100.6,7.0,12
M,2019,13.38472764187182,8.634264863002075,1,Trustmark Dealer,0,1,22.0,7.087573705557973,81.8,5.0,6
T,2017,13.345506928718539,10.147922817984627,1,Trustmark Dealer,1,1,16.78,7.310550158534422,88.73,5.0,8
M,2018,13.304684934198283,11.153088383884281,1,Dealer,0,1,22.0,7.087573705557973,81.8,5.0,7
H,2017,13.017002861746503,10.938272178458073,0,Dealer,1,1,24.0,7.078341579557671,73.97,5.0,8
B,2019,15.501909511534503,8.922658299524402,0,Dealer,0,1,16.78,7.598399329323964,190.0,5.0,6
B,2019,15.520258650202699,9.047821442478408,0,Dealer,0,1,16.78,7.598399329323964,190.0,5.0,6
H,2019,13.565766324852886,8.858226439365012,1,Trustmark Dealer,0,1,19.0,7.089243155027514,88.76,5.0,6
S,2016,13.37700559577791,9.305650551780507,1,Dealer,0,1,14.3,7.37650812632622,103.5,5.0,9
V,2018,14.721750953984929,7.600902459542082,0,Dealer,0,1,16.8,7.592870287844818,150.0,5.0,7
H,2010,11.918390573078392,11.571194373094205,1,Individual,1,3,20.36,7.087573705557973,78.9,5.0,15
T,2012,12.487485104968359,11.99535161421452,0,Individual,1,3,,,,,13
H,2009,13.122363377404328,11.695247021764184,1,Individual,0,2,11.1,7.763871287820222,158.8,5.0,16
M,2015,13.081541382884074,11.407564949312402,0,Individual,1,1,26.59,7.129297548929373,74.0,5.0,10
H,2014,13.190022025878143,11.156250521031495,0,Individual,1,3,22.32,7.366445148327599,126.32,5.0,11
T,2005,12.429216196844383,12.388394202324129,0,Individual,1,3,12.8,7.821643126239982,102.0,8.0,20
M,2012,12.611537753638338,11.512925464970229,0,Individual,1,2,21.5,7.129297548929373,88.8,5.0,13
H,2009,12.736700896592344,12.273731294003989,1,Individual,1,2,13.9,7.377133712833954,103.2,5.0,16
H,2009,12.736700896592344,12.273731294003989,0,Individual,1,2,16.8,7.30854279753919,110.0,5.0,16
M,2016,12.388394202324129,10.819778284410283,1,Individual,1,1,22.74,6.679599185844383,47.3,5.0,9
H,2018,13.897090544956697,6.907755278982137,1,Individual,0,1,18.0,7.311218384419629,117.6,5.0,7
M,2017,13.527828485512494,9.852194258148577,0,Individual,0,1,28.4,7.129297548929373,74.02,5.0,8
T,2012,11.461632170582678,12.487485104968359,0,Individual,1,2,17.0,7.247792581767846,70.0,5.0,13
M,2014,12.2783933071098,11.289781913656018,1,Individual,1,2,23.95,6.905753276311464,67.05,5.0,11
M,2016,14.070152776337855,10.819778284410283,0,Individual,0,1,16.0,7.68662133494462,140.0,7.0,9
M,2010,11.918390573078392,11.289781913656018,1,Individual,1,1,20.92,6.905753276311464,67.1,5.0,15
H,2013,12.296827008798639,10.819778284410283,1,Individual,1,2,21.1,6.70196036600254,55.2,5.0,12
T,2018,12.691580461311874,11.512925464970229,1,Individual,1,1,23.84,7.089243155027514,84.0,5.0,7
M,2013,12.468436909997665,11.695247021764184,1,Individual,1,2,15.1,7.086737934510577,73.0,5.0,12
J,2017,14.780591454007862,9.104979856318357,0,Dealer,0,1,13.6,7.6004023345004,177.0,5.0,8
L,2019,15.454507272639919,9.903487552536127,1,Dealer,0,1,22.37,7.818832443803404,214.56,5.0,6
J,2017,14.978661367769956,10.714417768752456,0,Dealer,0,1,19.33,7.6004023345004,177.0,5.0,8
T,2015,13.128345449081877,11.608235644774552,0,Individual,1,1,14.1,7.68662133494462,147.94,7.0,10
V,2019,15.150511624696614,9.903487552536127,0,Individual,0,1,18.0,7.585281078639126,190.0,5.0,6
T,2016,14.508657738524219,11.128570951924754,1,Trustmark Dealer,0,1,19.16,7.821643126239982,157.7,5.0,9
M,2013,12.323855681186558,10.97409466479416,1,Trustmark Dealer,1,1,21.79,6.905753276311464,67.05,5.0,12
M,2018,13.514405465180353,10.566613573984062,0,Dealer,1,1,27.39,7.129297548929373,74.0,5.0,7
H,2016,13.217673557208654,10.941889716805212,1,Trustmark Dealer,1,1,18.2,7.089243155027514,88.7,5.0,9
T,2013,13.527828485512494,11.281346434834918,0,Trustmark Dealer,1,2,12.99,7.821643126239982,100.6,7.0,12
M,2019,13.38472764187182,8.634264863002075,1,Trustmark Dealer,0,1,22.0,7.087573705557973,81.8,5.0,6
T,2017,13.345506928718539,10.147922817984627,1,Trustmark Dealer,1,1,16.78,7.310550158534422,88.73,5.0,8
M,2018,13.304684934198283,11.153088383884281,1,Dealer,0,1,22.0,7.087573705557973,81.8,5.0,7
H,2017,13.017002861746503,10.938272178458073,0,Dealer,1,1,24.0,7.078341579557671,73.97,5.0,8
B,2019,15.501909511534503,8.922658299524402,0,Dealer,0,1,16.78,7.598399329323964,190.0,5.0,6
B,2019,15.520258650202699,9.047821442478408,0,Dealer,0,1,16.78,7.598399329323964,190.0,5.0,6
H,2019,13.565766324852886,8.858226439365012,1,Trustmark Dealer,0,1,19.0,7.089243155027514,88.76,5.0,6
S,2016,13.37700559577791,9.305650551780507,1,Dealer,0,1,14.3,7.37650812632622,103.5,5.0,9
V,2018,14.721750953984929,7.600902459542082,0,Dealer,0,1,16.8,7.592870287844818,150.0,5.0,7
H,2019,13.458835614025542,10.596634733096073,0,Individual,0,1,23.8,7.311886164077165,78.9,5.0,6
H,2017,13.764217263576723,10.714417768752456,0,Individual,1,1,21.38,7.241366283322318,88.7,5.0,8
M,2010,11.982929094215963,11.289781913656018,1,Individual,1,2,19.7,6.679599185844383,46.3,5.0,15
H,2015,12.923909999653127,11.813030057420567,0,Individual,1,2,24.4,7.02108396428914,71.01,5.0,10
T,2015,13.641157170819497,11.695247021764184,0,Individual,1,2,12.99,7.821643126239982,100.6,7.0,10
T,2013,13.017002861746503,11.112447898373103,0,Individual,1,1,23.59,7.218176838403408,67.1,5.0,12
M,2017,13.710150042306449,10.819778284410283,0,Individual,1,1,28.4,7.129297548929373,74.02,5.0,8
T,2008,13.253391639810733,11.805595078933049,0,Individual,1,2,12.8,7.821643126239982,102.0,7.0,17
N,2011,12.449014902564246,11.608235644774552,0,Individual,1,2,23.08,7.2868764117507,63.1,5.0,14
M,2009,11.77528972943772,10.596634733096073,1,Individual,1,1,16.1,6.679599185844383,37.0,4.0,16
M,2013,13.180632285528304,11.695247021764184,0,Individual,1,2,23.4,7.129297548929373,74.0,5.0,12
V,2015,13.16158409055761,11.608235644774552,0,Individual,1,2,20.14,7.311886164077165,88.8,5.0,10
M,2011,12.345830240069793,12.043553716032399,0,Individual,1,2,21.0,7.2868764117507,64.1,5.0,14
M,2004,11.302204433654575,11.289781913656018,1,Individual,1,2,16.1,6.679599185844383,37.0,4.0,21
M,2016,13.304684934198283,10.757902880692196,0,Individual,1,1,25.2,7.129297548929373,74.0,5.0,9
H,2015,12.923909999653127,11.440354772135393,1,Individual,1,1,19.1,7.087573705557973,81.86,5.0,10
M,2010,11.695247021764184,11.156250521031495,1,Individual,1,2,16.1,6.679599185844383,37.0,4.0,15
M,2014,12.676076274775909,10.819778284410283,1,Individual,1,1,23.1,6.905753276311464,67.04,5.0,11
F,2015,12.584509081250419,11.156250521031495,0,Individual,1,1,20.0,7.243512974665482,68.05,5.0,10
T,2012,12.873902018105829,11.289781913656018,0,Individual,1,1,13.93,7.68662133494462,138.03,7.0,13
F,2016,13.217673557208654,10.691944912900398,1,Individual,1,1,18.16,7.086737934510577,86.8,5.0,9
M,2014,12.86099861326992,10.126631103850338,1,Individual,1,1,23.1,6.905753276311464,67.04,5.0,11
H,2016,13.592367006650065,10.126631103850338,1,Individual,1,1,15.29,7.372118028337787,121.3,5.0,9
M,2019,13.422467969854667,9.210340371976184,1,Individual,1,1,21.21,7.087573705557973,81.8,5.0,6
T,2018,14.237504968023648,10.819778284410283,0,Individual,1,1,17.6,7.68662133494462,153.86,7.0,7
F,2018,13.764217263576723,10.308952660644293,0,Individual,1,1,23.0,7.311886164077165,98.96,5.0,7
H,2015,13.321214236149494,10.819778284410283,0,Individual,1,2,21.19,7.241366283322318,88.73,5.0,10
H,2012,13.17115354157376,11.695247021764184,0,Individual,1,1,22.54,7.241366283322318,88.73,5.0,13
H,2019,13.458835614025542,10.596634733096073,0,Individual,0,1,23.8,7.311886164077165,78.9,5.0,6
M,2015,12.834681304952548,11.289781913656018,0,Individual,1,1,15.96,7.833203948641057,62.1,7.0,10
N,2015,13.270783382522602,11.407564949312402,0,Individual,1,1,20.45,7.2868764117507,83.8,5.0,10
M,2015,12.983099011217604,10.819778284410283,1,Individual,1,2,20.4,7.087573705557973,83.11,5.0,10
D,2020,12.765688433465597,7.666690200080086,1,Individual,1,1,22.5,6.906754778648554,67.0,5.0,5
T,2012,13.500799813124575,12.429216196844383,0,Individual,1,1,12.99,7.821643126239982,100.0,7.0,13
H,2015,13.304684934198283,10.46310334047155,1,Individual,1,1,18.6,7.087573705557973,81.83,5.0,10
T,2015,13.864300722133706,11.695247021764184,0,Individual,1,1,12.99,7.821643126239982,100.6,7.0,10
M,2017,13.507625778194974,11.156250521031495,0,Individual,1,1,27.39,7.129297548929373,74.0,5.0,8
R,2018,13.864300722133706,9.798127036878302,0,Dealer,1,1,19.6,7.2868764117507,108.45,5.0,7
C,2016,12.948009990259552,11.608235644774552,0,Individual,1,2,18.2,7.129297548929373,73.74,7.0,9
M,2017,13.592367006650065,11.002099841204238,0,Individual,1,1,23.65,7.129297548929373,88.5,5.0,8
T,2015,14.508657738524219,11.002099841204238,0,Individual,0,1,12.55,8.000349495324684,168.5,7.0,10
M,2016,13.304684934198283,11.898187865760873,0,Individual,1,2,26.59,7.129297548929373,74.0,5.0,9
T,2015,14.457364444136669,11.77528972943772,0,Individual,0,1,12.55,8.000349495324684,168.5,7.0,10
C,2011,13.122363377404328,11.507912923146684,0,Individual,1,3,11.5,7.596392304064196,147.9,7.0,14
T,2011,12.206072645530174,11.608235644774552,0,Individual,1,2,17.0,7.247792581767846,71.0,5.0,14
N,2016,12.821258284620408,10.46310334047155,1,Individual,1,1,19.49,7.088408778675395,67.04,5.0,9
H,2010,12.468436909997665,11.608235644774552,0,Individual,1,2,16.2,7.30854279753919,110.0,5.0,15
M,2016,12.542544882151386,11.512925464970229,0,Individual,1,1,25.32,7.088408778675395,77.0,6.0,9
